,tweet_id,name,screen_name,retweet_count,text,mined_at,created_at,favourite_count,hashtags,status_count,location,source_device,retweet_text,quote_text,quote_screen_name
107,1243109517950361601,World Health Organization (WHO),WHO,40,"Animation can be a powerful means of helping us to understand health issues. Here is our shortlist of categories in this category ➡️ https://t.co/nO6T3KXzFN
#HealthForAll https://t.co/MDgt5n0qNy",2020-03-29 19:11:20.493098,2020-03-26 09:36:19.000000,191,"[{'text': 'HealthForAll', 'indices': [157, 170]}]",49323,,Twitter Web App,None,None,None
108,1243097942623469569,World Health Organization (WHO),WHO,37,"Films shortlisted in the video reports category of our #HealthForAll Film Festival cover topics such as mental health, noncommunicable diseases, reproductive health, air pollution and others.
Find out more 👉 https://t.co/nO6T3KXzFN
#Film4Health https://t.co/yqJ6GnJl4n",2020-03-29 19:11:20.493101,2020-03-26 08:50:19.000000,159,"[{'text': 'HealthForAll', 'indices': [55, 68]}, {'text': 'Film4Health', 'indices': [232, 244]}]",49323,,Twitter Web App,None,None,None
110,1243085480280961024,World Health Organization (WHO),WHO,176,"WHO’s inaugural #HealthForAll Film Festival received nearly 1300 submissions from more than 110 countries, on a wide range of health topics.
Check out our official selection to be considered by a distinguished jury 👉 https://t.co/nO6T3KXzFN
#Film4Health https://t.co/GtwQtssO9v",2020-03-29 19:11:20.493108,2020-03-26 08:00:48.000000,956,"[{'text': 'HealthForAll', 'indices': [16, 29]}, {'text': 'Film4Health', 'indices': [241, 253]}]",49323,,Twitter Web App,None,None,None
116,1242877625435119621,World Health Organization (WHO),WHO,210,The full briefing on #COVID19 by @DrTedros 👇https://t.co/Y0YRVkvcCp,2020-03-29 19:11:20.493127,2020-03-25 18:14:52.000000,406,"[{'text': 'COVID19', 'indices': [21, 29]}]",49323,,Twitter Web App,None,None,None
117,1242875649330679808,World Health Organization (WHO),WHO,182,"""In these difficult times, film &amp; other media are a powerful way not only of communicating important health messages, but of administering one of the most powerful medicines – hope""-@DrTedros #COVID19 #Film4Health",2020-03-29 19:11:20.493130,2020-03-25 18:07:00.000000,470,"[{'text': 'COVID19', 'indices': [196, 204]}, {'text': 'Film4Health', 'indices': [205, 217]}]",49323,,Twitter Web App,None,None,None
118,1242875587850571778,World Health Organization (WHO),WHO,78,"""We will be showing all the short-listed films in the coming weeks on our website and social media channels""-@DrTedros #Film4Health",2020-03-29 19:11:20.493133,2020-03-25 18:06:46.000000,267,"[{'text': 'Film4Health', 'indices': [119, 131]}]",49323,,Twitter Web App,None,None,None
119,1242875354466996228,World Health Organization (WHO),WHO,69,"""We received 1,300+ entries from 110 countries &amp; today we are announcing a short list of 45 excellent short films about vital health topics. 
We're also announcing a distinguished panel of jurors who will judge the short list, with the winners to be announced in May""-@DrTedros",2020-03-29 19:11:20.493136,2020-03-25 18:05:50.000000,195,[],49323,,Twitter Web App,None,None,None
120,1242875071334621185,World Health Organization (WHO),WHO,65,"""The #COVID19 pandemic has highlighted the need for compelling &amp; creative communications about public health. 

Last year, WHO announced our first #HealthForAll Film Festival. The volume, quality and diversity of entries far surpassed our expectations""-@DrTedros",2020-03-29 19:11:20.493139,2020-03-25 18:04:43.000000,155,"[{'text': 'COVID19', 'indices': [5, 13]}, {'text': 'HealthForAll', 'indices': [151, 164]}]",49323,,Twitter Web App,None,None,None
121,1242874889272528898,World Health Organization (WHO),WHO,325,"""Physical distance doesn’t mean social distance. 
We all need to check in regularly on older parents, neighbors, friends or relatives who live alone or in care homes in whatever way is possible, so they know how much they are loved and valued""-@DrTedros #COVID19 #coronavirus",2020-03-29 19:11:20.493142,2020-03-25 18:03:59.000000,569,"[{'text': 'COVID19', 'indices': [254, 262]}, {'text': 'coronavirus', 'indices': [263, 275]}]",49323,,Twitter Web App,None,None,None
122,1242874765137907712,World Health Organization (WHO),WHO,122,"""We need to work together to protect older people from the #coronavirus, and to ensure their needs are being met – for food, fuel, prescription medication and human interaction""-@DrTedros #COVID19",2020-03-29 19:11:20.493145,2020-03-25 18:03:30.000000,267,"[{'text': 'coronavirus', 'indices': [59, 71]}, {'text': 'COVID19', 'indices': [188, 196]}]",49323,,Twitter Web App,None,None,None
123,1242874430184919056,World Health Organization (WHO),WHO,134,"""They [older people] are at higher risk of the more serious complications of #COVID19.
We are listening to older people and those who work with and for them, to identify how best we can support them""-@DrTedros #coronavirus",2020-03-29 19:11:20.493148,2020-03-25 18:02:10.000000,337,"[{'text': 'COVID19', 'indices': [77, 85]}, {'text': 'coronavirus', 'indices': [210, 222]}]",49323,,Twitter Web App,None,None,None
124,1242874290141265923,World Health Organization (WHO),WHO,164,"""Although we are especially concerned about vulnerable countries, all countries have vulnerable populations, incl. older people. Older people carry the collective wisdom of our societies. They are valued &amp; valuable members of our families and communities""-@DrTedros #COVID19",2020-03-29 19:11:20.493151,2020-03-25 18:01:36.000000,390,"[{'text': 'COVID19', 'indices': [270, 278]}]",49323,,Twitter Web App,None,None,None
125,1242874120108494848,World Health Organization (WHO),WHO,102,"""We’re grateful to the over 200K individuals &amp; orgs who have contributed to the #COVID19 Solidarity Response Fund. Since we launched it less than 2 weeks ago, the fund has raised over USD 95M. I offer my deep thanks to @GSK for its generous contribution of USD 10M""-@DrTedros",2020-03-29 19:11:20.493154,2020-03-25 18:00:56.000000,217,"[{'text': 'COVID19', 'indices': [84, 92]}]",49323,,Twitter Web App,None,None,None
126,1242873773361070081,World Health Organization (WHO),WHO,91,"""We also welcome the Secretary-General’s call for a global ceasefire. We are all facing a common threat, and the only way to defeat it is by coming together as one humanity""-@DrTedros #COVID19 #coronavirus 
https://t.co/X3gBe4X3R9",2020-03-29 19:11:20.493157,2020-03-25 17:59:33.000000,176,"[{'text': 'COVID19', 'indices': [184, 192]}, {'text': 'coronavirus', 'indices': [193, 205]}]",49323,,Twitter Web App,None,None,None
127,1242873694978035714,World Health Organization (WHO),WHO,89,"""This [#COVID19] is much more than a health crisis, and we’re committed to working as one @UN to protect the world’s most vulnerable people from the virus, and its consequences""-@DrTedros #coronavirus",2020-03-29 19:11:20.493161,2020-03-25 17:59:15.000000,171,"[{'text': 'COVID19', 'indices': [7, 15]}, {'text': 'coronavirus', 'indices': [188, 200]}]",49323,,Twitter Web App,None,None,None
128,1242873623083388928,World Health Organization (WHO),WHO,91,"""Together with our partners in the @UN, today we've launched the Global Humanitarian appeal, to support the most fragile countries who have already suffered years of acute humanitarian crises""-@DrTedros #COVID19 
https://t.co/kSuvweOcdb",2020-03-29 19:11:20.493164,2020-03-25 17:58:57.000000,158,"[{'text': 'COVID19', 'indices': [203, 211]}]",49323,,Twitter Web App,None,None,None
129,1242873506083278848,World Health Organization (WHO),WHO,92,"""This is especially relevant for many vulnerable countries whose health systems may collapse under the weight of the numbers of patients we've seen in some countries with community transmission""-@DrTedros #COVID19 #coronavirus",2020-03-29 19:11:20.493170,2020-03-25 17:58:29.000000,167,"[{'text': 'COVID19', 'indices': [205, 213]}, {'text': 'coronavirus', 'indices': [214, 226]}]",49323,,Twitter Web App,None,None,None
130,1242873406841913344,World Health Organization (WHO),WHO,176,"""More than 150 countries &amp; territories still have fewer than 100 cases.
By taking the same aggressive actions now, these countries have the chance to prevent community transmission &amp; avoid some of the more severe social &amp; economic costs seen in other countries""-@DrTedros #COVID19",2020-03-29 19:11:20.493173,2020-03-25 17:58:06.000000,317,"[{'text': 'COVID19', 'indices': [284, 292]}]",49323,,Twitter Web App,None,None,None
131,1242873250499215362,World Health Organization (WHO),WHO,272,"""Aggressive measures to find, isolate, test, treat and trace are not only the best and fastest way out of extreme social and economic restrictions – they’re also the best way to prevent them""-@DrTedros #COVID19 #coronavirus",2020-03-29 19:11:20.493176,2020-03-25 17:57:29.000000,366,"[{'text': 'COVID19', 'indices': [202, 210]}, {'text': 'coronavirus', 'indices': [211, 223]}]",49323,,Twitter Web App,None,None,None
132,1242873160099401737,World Health Organization (WHO),WHO,274,"""These measures are the best way to suppress &amp; stop transmission, so that when restrictions are lifted, the #coronavirus doesn’t resurge. The last thing any country needs is to open schools &amp; businesses, only to be forced to close them again because of a resurgence""-@DrTedros",2020-03-29 19:11:20.493180,2020-03-25 17:57:07.000000,384,"[{'text': 'coronavirus', 'indices': [112, 124]}]",49323,,Twitter Web App,None,None,None
133,1242872945824972802,World Health Organization (WHO),WHO,286,"""...
-Identify, adapt and equip facilities you will use to treat &amp; isolate patients
-Develop a clear plan &amp; process to quarantine contacts
-Refocus the whole of government on suppressing &amp; controlling #COVID19""-@DrTedros #coronavirus",2020-03-29 19:11:20.493183,2020-03-25 17:56:16.000000,360,"[{'text': 'COVID19', 'indices': [213, 221]}, {'text': 'coronavirus', 'indices': [233, 245]}]",49323,,Twitter Web App,None,None,None
134,1242872944398864393,World Health Organization (WHO),WHO,471,"""You have created a 2nd window of opportunity. How will you use it?
-Expand, train &amp; deploy your health care &amp; public health workforce
-Implement a system to find every suspected case at community level
-Ramp up the production, capacity &amp; availability of testing""-@DrTedros",2020-03-29 19:11:20.493186,2020-03-25 17:56:16.000000,551,[],49323,,Twitter Web App,None,None,None
135,1242872410262642688,World Health Organization (WHO),WHO,301,"""The point of these actions is to enable the more precise and targeted measures that are needed to stop transmission and save lives.

We call on all countries who have introduced so-called “lockdown” measures to use this time to attack the #coronavirus""-@DrTedros #COVID19",2020-03-29 19:11:20.493189,2020-03-25 17:54:08.000000,392,"[{'text': 'coronavirus', 'indices': [240, 252]}, {'text': 'COVID19', 'indices': [264, 272]}]",49323,,Twitter Web App,None,None,None
136,1242872353043988480,World Health Organization (WHO),WHO,637,"""Asking people to stay at home and shutting down population movement is buying time and reducing the pressure on health systems.

But on their own, these measures will not extinguish epidemics""-@DrTedros #COVID19 #coronavirus",2020-03-29 19:11:20.493192,2020-03-25 17:53:55.000000,753,"[{'text': 'COVID19', 'indices': [204, 212]}, {'text': 'coronavirus', 'indices': [213, 225]}]",49323,,Twitter Web App,None,None,None
137,1242872238824620037,World Health Organization (WHO),WHO,133,"""We understand that these countries are now trying to assess when and how they will be able to ease these measures.
The answer depends on what countries do while these population-wide measures are in place""-@DrTedros #COVID19 #coronavirus",2020-03-29 19:11:20.493195,2020-03-25 17:53:27.000000,279,"[{'text': 'COVID19', 'indices': [217, 225]}, {'text': 'coronavirus', 'indices': [226, 238]}]",49323,,Twitter Web App,None,None,None
138,1242872160714186752,World Health Organization (WHO),WHO,141,"""To slow the spread of #COVID19, many countries have introduced unprecedented measures, at significant social and economic cost – closing schools and businesses, cancelling sporting events and asking people to stay home and stay safe""-@DrTedros #COVID19 #coronavirus",2020-03-29 19:11:20.493198,2020-03-25 17:53:09.000000,278,"[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'COVID19', 'indices': [245, 253]}, {'text': 'coronavirus', 'indices': [254, 266]}]",49323,,Twitter Web App,None,None,None
139,1242872042078310412,World Health Organization (WHO),WHO,133,"""Already we have lost more than 16,000 lives. We know we will lose more – how many more will be determined by the decisions we make and the actions we take""-@DrTedros #COVID19 #coronavirus",2020-03-29 19:11:20.493201,2020-03-25 17:52:40.000000,214,"[{'text': 'COVID19', 'indices': [167, 175]}, {'text': 'coronavirus', 'indices': [176, 188]}]",49323,,Twitter Web App,None,None,None
140,1242871972247240711,World Health Organization (WHO),WHO,141,"""We have overcome many pandemics and crises before. We will overcome this one too.
The question is how large a price we will pay""-@DrTedros #COVID19 #coronavirus",2020-03-29 19:11:20.493204,2020-03-25 17:52:24.000000,239,"[{'text': 'COVID19', 'indices': [140, 148]}, {'text': 'coronavirus', 'indices': [149, 161]}]",49323,,Twitter Web App,None,None,None
141,1242871900214304768,World Health Organization (WHO),WHO,53,"""I thank PM @AbeShinzo &amp; the members of the @Olympics for making this sacrifice to protect the health of athletes, spectators &amp; officials. We look forward to next year's Olympics &amp; Paralympics, which we hope will be a bigger &amp; better celebration of our shared humanity""-@DrTedros",2020-03-29 19:11:20.493207,2020-03-25 17:52:07.000000,159,[],49323,,Twitter Web App,None,None,None
142,1242871802046615554,World Health Organization (WHO),WHO,79,"""The #COVID19 pandemic continues to take a massive toll not just on health, but on so many parts of life.

Yesterday, the Government of 🇯🇵 &amp; the Intl. @Olympics Committee took a difficult but wise decision to postpone @Tokyo2020 Games""-@DrTedros #coronavirus",2020-03-29 19:11:20.493210,2020-03-25 17:51:43.000000,185,"[{'text': 'COVID19', 'indices': [5, 13]}, {'text': 'coronavirus', 'indices': [250, 262]}]",49323,,Twitter Web App,None,None,None
143,1242870976909459456,World Health Organization (WHO),WHO,2144,Media briefing on #COVID19 with @DrTedros. #coronavirus https://t.co/4xooJ592ys,2020-03-29 19:11:20.493213,2020-03-25 17:48:26.000000,3134,"[{'text': 'COVID19', 'indices': [18, 26]}, {'text': 'coronavirus', 'indices': [43, 55]}]",49323,,Periscope,None,None,None
